,id,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,productDisplayName,image,tsne-2d-one,tsne-2d-two
2317,5238,Men,Footwear,Flip Flops,Flip Flops,Brown,Summer,2011,Casual,Reebok Men's Lazor Brown Flip Flop,5238.jpg,5.7100596,-1.490785
2318,25914,Women,Apparel,Bottomwear,Leggings,Olive,Summer,2012,Casual,Femella Women Olive Leggings,25914.jpg,-5.3481135,2.5530713
2319,21588,Men,Apparel,Topwear,Tshirts,Grey,Summer,2011,Casual,Inesis Men Solid Grey Tshirt,21588.jpg,-3.600964,-5.471359
2320,53994,Women,Accessories,Bags,Handbags,White,Summer,2012,Casual,Kiara Women White Handbag,53994.jpg,1.6944674,-0.8956517
2321,57508,Men,Footwear,Sandal,Sandals,Brown,Summer,2012,Casual,Lee Cooper Men Brown Sandals,57508.jpg,5.472108,-0.093534365
2322,44923,Men,Apparel,Bottomwear,Jeans,Blue,Summer,2012,Casual,Jack & Jones Men Blue Jeans,44923.jpg,-4.53369,1.6597726
2323,25128,Women,Accessories,Bags,Clutches,Silver,Winter,2015,Casual,Lino Perros Women Gems Silver Clutch,25128.jpg,2.0407674,5.2996125
2324,52846,Women,Accessories,Jewellery,Earrings,White,Summer,2012,Casual,Adrika White Earrings,52846.jpg,6.3297915,5.6690626
2325,39577,Women,Footwear,Shoes,Heels,Pink,Winter,2015,Casual,Catwalk Women Pink Flats,39577.jpg,7.071979,-0.67322767
2326,8527,Men,Footwear,Sandal,Sandals,Black,Summer,2011,Casual,Nike Men Nike air embark Black Sandals,8527.jpg,4.6359406,-0.21887776
2327,49600,Women,Footwear,Shoes,Heels,White,Winter,2015,Casual,Catwalk Women White Flats,49600.jpg,5.8656006,0.071108535
2328,12598,Unisex,Apparel,Topwear,Tshirts,Orange,Fall,2011,Casual,Tantra Unisex Printed Orange Tshirts,12598.jpg,-2.1354108,-0.65471643
2329,19170,Men,Apparel,Topwear,Tshirts,Olive,Summer,2011,Casual,United Colors of Benetton Men Printed Olive TShirt,19170.jpg,-4.530537,-7.510861
2330,16138,Women,Apparel,Topwear,Tshirts,Grey,Fall,2011,Casual,Tokyo Talkies Women Printed Grey Top,16138.jpg,-7.9473104,-2.7310874
2331,34268,Women,Apparel,Topwear,Dupatta,Purple,Summer,2012,Ethnic,Fabindia Women Printed Purple Dupatta,34268.jpg,-10.644119,2.052316
2332,28637,Men,Footwear,Shoes,Sports Shoes,Black,Summer,2012,Sports,Nike Men Air Relentless Black Sports Shoes,28637.jpg,5.345069,-5.2488065
2333,2821,Men,Footwear,Sandal,Sandals,Brown,Summer,2012,Formal,Lee Cooper Men Formal Leather Brown Sandal,2821.jpg,3.8196099,-4.2344303
2334,19342,Women,Apparel,Topwear,Jackets,Black,Fall,2011,Casual,United Colors of Benetton Women Solid Black Jacket,19342.jpg,-6.3098464,-2.8776712
2335,13678,Women,Footwear,Shoes,Sports Shoes,Silver,Fall,2011,Sports,ADIDAS Women Blazer Sports Shoes,13678.jpg,5.992981,-8.193492
2336,18290,Women,Apparel,Topwear,Kurtas,Orange,Fall,2011,Ethnic,Aneri Women Shabarana Orange Kurta,18290.jpg,-9.411745,1.8839011
2337,55851,Women,Personal Care,Nails,Nail Polish,Blue,Spring,2017,Casual,Colorbar Pro Magnificent Sea Nail Lacquer 037,55851.jpg,-1.1487424,9.67792
2338,35188,Women,Accessories,Bags,Backpacks,Pink,Spring,2013,Casual,Wildcraft Women Pink Backpack,35188.jpg,1.1913548,1.6661354
2339,43934,Women,Footwear,Shoes,Heels,Black,Winter,2012,Casual,Catwalk Women Black Heels,43934.jpg,6.9716473,-0.17256805
2340,28405,Men,Accessories,Eyewear,Sunglasses,Black,Winter,2016,Casual,Idee Men Black Sunglasses,28405.jpg,10.313219,3.336952
2341,54983,Women,Apparel,Loungewear and Nightwear,Lounge Pants,Pink,Summer,2017,Casual,Femella Women Pink Lounge Pants,54983.jpg,-5.4418445,2.289437
2342,20668,Men,Apparel,Topwear,Tshirts,Maroon,Fall,2011,Casual,Classic Polo Men Striped Maroon Tshirt,20668.jpg,-3.784648,-4.53456
2343,11913,Men,Footwear,Sandal,Sandals,Black,Summer,2013,Casual,Franco Leone Men Casual Black Sandals,11913.jpg,5.6644635,-1.962064
2344,5836,Men,Apparel,Topwear,Tshirts,Pink,Summer,2011,Casual,ADIDAS Men's Gdancin Pink T-shirt,5836.jpg,-4.6372323,-7.1012077
2345,39745,Boys,Apparel,Bottomwear,Shorts,Blue,Summer,2012,Casual,Gini Jony Boys Blue Shorts,39745.jpg,-1.7237259,2.9289138
2346,33885,Men,Accessories,Watches,Watches,Steel,Winter,2016,Casual,Citizen Men Steel Eco-Drive Watch,33885.jpg,5.0542994,9.351308
2347,37419,Women,Accessories,Bags,Handbags,Red,Summer,2012,Casual,Murcia Women Office Red Handbag,37419.jpg,1.7320017,-0.5341422
2348,24832,Unisex,Accessories,Bags,Backpacks,Blue,Winter,2015,Casual,Wildcraft Unisex Blue & Black Backpack,24832.jpg,1.151289,1.9757433
2349,45039,Men,Accessories,Watches,Watches,White,Winter,2016,Casual,Maxima Men White Dial Attivo Watch,45039.jpg,4.3052535,8.050129
2350,15749,Men,Apparel,Bottomwear,Trousers,Navy Blue,Fall,2011,Casual,Highlander Men Solid Navy Blue Trousers,15749.jpg,-3.7306275,1.8945706
2351,59466,Women,Accessories,Jewellery,Ring,Silver,Summer,2015,Casual,Lucera Silver Ring,59466.jpg,5.275346,3.4074025
2352,38451,Women,Accessories,Bags,Handbags,Teal,Summer,2012,Casual,Baggit Women Teal Selection Jack Sling Bag,38451.jpg,2.4767842,2.9053042
2353,39583,Women,Footwear,Shoes,Heels,Red,Summer,2016,Casual,Catwalk Women Red Flats,39583.jpg,7.5062385,-2.9443972
2354,19184,Men,Apparel,Topwear,Shirts,Red,Fall,2011,Casual,United Colors Of Benetton Men Red Check Shirt,19184.jpg,-4.3442383,-2.9000127
2355,18056,Women,Accessories,Wallets,Wallets,Brown,Winter,2015,Casual,Lino Perros Women Solid Brown Wallet,18056.jpg,1.9290892,4.3353095
2356,48726,Women,Accessories,Jewellery,Earrings,Silver,Summer,2015,Casual,Lucera Women Silver Earrings,48726.jpg,5.2908754,4.336666
2357,9401,Men,Footwear,Shoes,Sports Shoes,Blue,Fall,2011,Sports,Nike Men Lunarswi + 2 Blue Sports Shoes,9401.jpg,5.3171945,-7.52793
2358,17822,Men,Footwear,Shoes,Formal Shoes,Black,Fall,2011,Formal,Lee Cooper Men  Black Formal Shoe,17822.jpg,3.653176,-3.9519408
2359,3907,Women,Apparel,Bottomwear,Track Pants,Cream,Summer,2011,Casual,Urban Yoga Women's Fitted Yoga Cream Track Pant,3907.jpg,-4.257367,3.4101825
2360,29711,Men,Apparel,Topwear,Shirts,Blue,Summer,2012,Formal,John Miller Men Check Blue Shirt,29711.jpg,-0.21608517,-4.2220645
2361,6449,Women,Footwear,Flip Flops,Flip Flops,Black,Summer,2011,Casual,Lotto Women's Cross Color Beige Black Flip Flop,6449.jpg,6.0651608,-1.5579486
2362,55099,Women,Personal Care,Skin,Face Moisturisers,Gold,Spring,2017,Casual,Pond's Women Gold Radiance Youthful Glow Day Cream,55099.jpg,-1.6346693,8.807515
2363,35940,Women,Apparel,Bottomwear,Capris,Black,Summer,2012,Casual,Flying Machine Women Viscose Black Capris,35940.jpg,-5.5075507,2.422539
2364,3309,Men,Footwear,Shoes,Sports Shoes,White,Spring,2012,Sports,Asics Men's Gel Challenger 8 Tennis White Blue Shoe,3309.jpg,4.892579,-8.654773
2365,23825,Men,Footwear,Flip Flops,Flip Flops,Brown,Summer,2012,Casual,Puma Men Java Brown Flip Flops,23825.jpg,5.524131,-2.039595
2366,48514,Women,Apparel,Topwear,Tops,Grey,Summer,2012,Casual,French Connection Women Grey Top,48514.jpg,-7.7703495,-1.3807341
2367,9633,Men,Apparel,Topwear,Shirts,White,Fall,2011,Formal,Indigo Nation Men Price catch Blue White Shirts,9633.jpg,0.41706938,-4.459031
2368,34892,Women,Accessories,Bags,Handbags,Multi,Summer,2012,Casual,Envirosax Women Multi Coloured Bag,34892.jpg,0.37061593,-0.2694793
2369,51439,Women,Apparel,Topwear,Tops,Grey,Summer,2012,Casual,Myntra Women Grey Top,51439.jpg,-5.402879,-3.8898816
2370,42812,Women,Apparel,Innerwear,Briefs,Grey,Summer,2012,Casual,Little Miss Intimates Women Grey Brief,42812.jpg,-6.494868,0.8035486
2371,29523,Women,Accessories,Watches,Watches,White,Winter,2016,Casual,Playboy Women White Dial Watch,29523.jpg,4.552388,7.5009155
2372,54977,Women,Apparel,Loungewear and Nightwear,Lounge Pants,Blue,Summer,2017,Casual,Femella Women Blue Lounge Pants,54977.jpg,-5.4384074,2.0643847
2373,10835,Men,Apparel,Topwear,Tshirts,Black,Fall,2011,Casual,Wrangler Men Black Polo Tshirts,10835.jpg,-3.7911065,-6.6050553
2374,59654,Women,Apparel,Saree,Sarees,Purple,Fall,2012,Ethnic,FNF Purple Evening Wear Sari,59654.jpg,-9.352002,4.3362465
2375,10009,Men,Apparel,Topwear,Tshirts,Red,Fall,2011,Sports,Nike Men Town Round Red Neck T-Shirts,10009.jpg,-1.3979379,-0.78170186
2376,38663,Men,Footwear,Shoes,Sports Shoes,Black,Summer,2012,Sports,Nike Men Downshifter Black Sports Shoes,38663.jpg,5.6706133,-5.3290343
2377,40779,Men,Footwear,Flip Flops,Flip Flops,Brown,Summer,2012,Casual,Quiksilver Men Brown Flip Flops,40779.jpg,7.3589582,-2.0227406
2378,32359,Men,Accessories,Watches,Watches,Black,Winter,2016,Casual,Q&Q Men Black Dial Watch,32359.jpg,4.416625,8.943727
2379,4910,Women,Apparel,Topwear,Tops,Pink,Summer,2011,Casual,Levis Kids Girl's Dionne Pink Teens Kidswear,4910.jpg,-1.4720817,0.2589118
2380,43598,Men,Apparel,Topwear,Tshirts,Charcoal,Summer,2012,Casual,Angry Birds Men Charcoal T-shirt,43598.jpg,-4.020681,-7.820906
2381,48170,Women,Accessories,Wallets,Wallets,Blue,Winter,2016,Casual,Fossil Women Blue Floral Print Wallet,48170.jpg,1.2681835,3.804398
2382,9257,Men,Apparel,Topwear,Shirts,Blue,Fall,2011,Formal,Mark Taylor Men Blue Striped Shirt,9257.jpg,-0.2714289,-4.151291
2383,18600,Women,Footwear,Shoes,Flats,Grey,Fall,2011,Casual,Puma Women Roque Grey Sandals,18600.jpg,4.234041,-1.740779
2384,8385,Girls,Apparel,Topwear,Tshirts,Orange,Fall,2011,Casual,Doodle Girl's Hippie Chic Orange Teen Kidswear,8385.jpg,-1.3815185,0.5398158
2385,28095,Men,Apparel,Innerwear,Briefs,Grey Melange,Summer,2016,Casual,Jockey MC Men Grey Melange Y Front Briefs 8003,28095.jpg,-1.0292248,5.6262918
2386,17648,Unisex,Footwear,Flip Flops,Flip Flops,Black,Spring,2013,Casual,Converse Unisex Black Flip Flops,17648.jpg,7.822342,-1.381054
2387,30856,Women,Apparel,Topwear,Kurtas,Green,Summer,2012,Ethnic,Fabindia Women Green Bijli Print Khadi Kurta,30856.jpg,-9.628312,0.46825206
2388,47138,Women,Accessories,Bags,Handbags,White,Summer,2015,Casual,Be For Bag Women Combo pack Tote Bags,47138.jpg,1.4351126,-1.1773356
2389,26933,Women,Apparel,Topwear,Tops,Black,Summer,2012,Casual,Jealous 21 Women Black Top,26933.jpg,-7.282193,-2.1346364
2390,31984,Unisex,Accessories,Bags,Backpacks,Black,Summer,2012,Casual,ADIDAS Unisex Black Backpack,31984.jpg,1.1424047,1.9140053
2391,29147,Men,Apparel,Topwear,Tshirts,Green,Summer,2012,Casual,United Colors of Benetton Men Printed Green T-shirt,29147.jpg,-2.4849818,-5.101427
2392,59230,Men,Accessories,Watches,Watches,Black,Winter,2016,Casual,Titan Men Black Watch,59230.jpg,5.24305,9.5161705
2393,4548,Women,Footwear,Shoes,Sports Shoes,Black,Summer,2011,Sports,Nike Women Sweet AC Black Shoe,4548.jpg,6.090505,-6.6691256
2394,1806,Men,Footwear,Sandal,Sandals,Brown,Spring,2011,Casual,Quechua Men Arpenaz Brown Sandal,1806.jpg,3.8054936,-2.0594509
2395,15923,Unisex,Accessories,Bags,Backpacks,Black,Fall,2011,Casual,ADIDAS Unisex ADP1810 Black Backpack,15923.jpg,1.1837676,1.7953886
2396,56278,Women,Apparel,Innerwear,Bra,Skin,Summer,2017,Casual,Biara Skin Coloured Everyday Support Bra MW 1002,56278.jpg,-6.746275,7.3500257
2397,24658,Men,Accessories,Socks,Socks,Pink,Fall,2011,Casual,ADIDAS Originals Men Pink Casual Socks,24658.jpg,-0.46702087,3.5747783
2398,38207,Women,Accessories,Eyewear,Sunglasses,Silver,Winter,2016,Casual,Polaroid Women Sunglasses,38207.jpg,10.824038,3.0597131
2399,56876,Women,Footwear,Shoes,Heels,Blue,Winter,2012,Casual,HM Women Blue Heels,56876.jpg,7.3269997,-0.8900204
2400,21118,Men,Apparel,Topwear,Shirts,Olive,Fall,2011,Casual,s.Oliver Men Check Olive Shirt,21118.jpg,-4.382898,-2.7844589
2401,59002,Men,Personal Care,Fragrance,Deodorant,Blue,Spring,2017,Casual,Brut Men Alaska Deo,59002.jpg,-0.92747915,8.412534
2402,53538,Women,Apparel,Innerwear,Briefs,Multi,Winter,2015,Casual,Amante Women Pack of 3 Assorted Briefs PFCP13,53538.jpg,-0.97459716,5.492304
2403,36993,Women,Accessories,Bags,Handbags,Black,Summer,2012,Casual,Lino Perros Women Black Handbag,36993.jpg,1.4488089,0.7168807
2404,21924,Women,Apparel,Apparel Set,Kurta Sets,Black,Fall,2011,Ethnic,Biba Women Black Printed Churidar Kurta with Dupatta,21924.jpg,-9.9843025,2.6226704
2405,38035,Men,Accessories,Watches,Watches,White,Winter,2016,Casual,Q&Q Men White Watch,38035.jpg,4.73015,8.644475
2406,57198,Women,Apparel,Topwear,Tops,Multi,Summer,2012,Casual,Elle Women Multi Coloured Top,57198.jpg,-8.368919,1.0719495
2407,18432,Unisex,Accessories,Bags,Backpacks,Pink,Fall,2011,Casual,Vital Gear Unisex Pink Daypack Backpack,18432.jpg,1.0584359,1.8029774
2408,6811,Men,Footwear,Shoes,Casual Shoes,Red,Summer,2011,Casual,Timberland Men's Ox Maroon Red Shoe,6811.jpg,5.523248,-6.490379
2409,48342,Women,Accessories,Jewellery,Necklace and Chains,Silver,Fall,2012,Casual,Pitaraa Silver Fish Scale Necklace,48342.jpg,5.7885017,4.7876678
2410,9065,Men,Apparel,Topwear,Shirts,Blue,Fall,2011,Formal,Mark Taylor Men Blue Striped Shirt,9065.jpg,-0.21695708,-4.1175857
2411,30258,Men,Footwear,Shoes,Casual Shoes,Brown,Winter,2018,Casual,Red Tape Men Brown Shoes,30258.jpg,4.8821187,-4.1655936
2412,42678,Women,Apparel,Topwear,Kurtas,Navy Blue,Summer,2012,Ethnic,Alma Women Navy Blue Printed Kurta,42678.jpg,-8.763753,2.0158184
2413,49290,Men,Accessories,Socks,Socks,Black,Summer,2016,Casual,Arrow Men Black Pack of 5 Plating Design Socks,49290.jpg,-0.9808588,4.2900867
2414,12108,Women,Apparel,Topwear,Kurtis,Blue,Fall,2011,Ethnic,W Women Printed Pink Kurtis,12108.jpg,-8.454205,1.5711248
2415,9859,Men,Apparel,Topwear,Tshirts,Pink,Fall,2011,Casual,Status Quo Men Pink Polo Tshirts,9859.jpg,-0.63365406,-6.531735
2416,12934,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011,Casual,Classic Polo Men Rugby Scrum Blue Tshirts,12934.jpg,-0.70606434,-6.6660585
2417,55293,Women,Personal Care,Lips,Lip Gloss,Peach,Spring,2017,Casual,Lakme Absolute Coralshine Plump & Shine Lip Gloss,55293.jpg,-2.7518594,8.124371
2418,3103,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,2011,Casual,Probase Men's Wtf Blue T-Shirt,3103.jpg,-2.4549346,-8.145403
2419,42224,Women,Apparel,Topwear,Tops,White,Summer,2012,Casual,Sepia Women White Top,42224.jpg,-7.3536463,-2.4927323
2420,9439,Unisex,Accessories,Bags,Backpacks,Blue,Spring,2013,Casual,Nike Unisex Brasilia 5 Me Blue Backpacks,9439.jpg,1.1699986,1.8201389
2421,30604,Men,Apparel,Bottomwear,Track Pants,Black,Summer,2012,Casual,Nike Men Classic Jersey Black Track Pants,30604.jpg,-3.0275013,3.5821779
2422,54341,Men,Accessories,Socks,Socks,Black,Summer,2016,Casual,Levis Men Pack of 3 Socks,54341.jpg,-0.9855348,4.3458524
2423,13486,Men,Apparel,Topwear,Shirts,White,Summer,2011,Casual,United Colors of Benetton Men Stripes White Shirts,13486.jpg,-4.065989,-3.4199612
2424,19980,Men,Apparel,Topwear,Tshirts,Yellow,Summer,2011,Casual,United Colors of Benetton Men Printed Yellow TShirt,19980.jpg,-5.560173,-6.7990007
2425,46684,Men,Personal Care,Fragrance,Perfume and Body Mist,Brown,Spring,2017,Casual,Rasasi Men Fighting Temptation Perfume,46684.jpg,-0.12422416,9.07563
2426,51633,Women,Accessories,Watches,Watches,White,Winter,2016,Casual,Fossil Women White Dial Chronograph Watch ES2790,51633.jpg,4.679729,7.522569
2427,29729,Women,Accessories,Bags,Handbags,Green,Summer,2012,Casual,Kiara Women Leatherette Green Handbag,29729.jpg,1.9087781,-0.85436285
2428,23213,Women,Apparel,Topwear,Kurtas,White,Fall,2011,Ethnic,Aneri Women Gauri White Kurta,23213.jpg,-9.079273,0.4341027
2429,17026,Men,Footwear,Flip Flops,Flip Flops,Blue,Summer,2013,Casual,Gas Men Beach Flip Flops,17026.jpg,7.525094,-2.029567
2430,18852,Men,Apparel,Topwear,Tshirts,Navy Blue,Fall,2011,Casual,Puma Men Head Navy Blue Tshirt,18852.jpg,-3.8925474,-7.7818866
2431,6471,Women,Apparel,Topwear,Tshirts,Grey,Summer,2011,Casual,ADIDAS Women's Polo Grey T-shirt,6471.jpg,-6.238806,-1.3983358
2432,37421,Women,Accessories,Bags,Handbags,Black,Summer,2012,Casual,Murcia Women Office Black Handbag,37421.jpg,2.0288725,-0.31142792
2433,20496,Women,Accessories,Wallets,Wallets,Pink,Winter,2015,Casual,Baggit Women Samson Cobra Pink Wallet,20496.jpg,3.0854845,4.302063
2434,21544,Women,Accessories,Bags,Handbags,Blue,Winter,2015,Casual,Kiara Women Small Pocket Blue Handbag,21544.jpg,2.036045,-0.7035742
2435,15771,Men,Apparel,Innerwear,Briefs,Red,Summer,2016,Casual,Facit Men Trophy BF Red Briefs,15771.jpg,-1.0577806,5.620074
2436,45001,Men,Accessories,Watches,Watches,Grey,Winter,2016,Casual,Maxima Men Black Digital Watch,45001.jpg,6.460596,9.37505
2437,4326,Unisex,Apparel,Topwear,Tshirts,Pink,Summer,2011,Casual,Tantra Kid's Unisex Got It Pink Kidswear,4326.jpg,-1.6598057,-0.52872777
2438,10203,Women,Accessories,Bags,Handbags,Red,Winter,2015,Casual,Murcia Women Hahk Red Handbags,10203.jpg,2.0281076,-0.35022652
2439,24036,Men,Apparel,Topwear,Tshirts,Red,Fall,2011,Casual,Locomotive Men Printed Red T-shirt,24036.jpg,-4.505492,-7.596563
2440,1654,Men,Footwear,Shoes,Sports Shoes,White,Fall,2010,Sports,Reebok Men's Frisker LP Shoe,1654.jpg,3.3535762,-6.0737696
2441,38469,Women,Accessories,Wallets,Wallets,Magenta,Summer,2012,Casual,Baggit Women Magenta Voltage Sapera Wallet,38469.jpg,2.0703015,4.1979523
2442,33081,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,2012,Casual,U.S. Polo Assn. Denim Co. Men Navy Blue T-Shirt,33081.jpg,-3.6203496,-6.478017
2443,40573,Women,Apparel,Topwear,Kurtas,Cream,Summer,2012,Ethnic,W Women Cream Kurta,40573.jpg,-8.696607,1.5955136
2444,56416,Women,Apparel,Innerwear,Bra,Rose,Summer,2017,Casual,Biara Women Rose Red Bra,56416.jpg,-6.766577,7.3670564
2445,14491,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2011,Casual,Flying Machine Men Casual Black Casual Shoes,14491.jpg,4.3787775,-4.6692243
2446,37613,Girls,Apparel,Topwear,Tshirts,Purple,Summer,2012,Casual,Madagascar3 Girls Purple Printed T-Shirt,37613.jpg,-1.9245955,-0.6667718
2447,45233,Men,Accessories,Watches,Watches,Black,Winter,2016,Casual,Casio Youth Series Men Analog-Digital Watch AW-80D-1AVDFAD60,45233.jpg,4.791409,9.180258
2448,4114,Men,Footwear,Sandal,Sandals,Black,Summer,2011,Casual,Fila Men Obsidian Black Sandal,4114.jpg,4.5380807,-0.23843572
2449,15543,Women,Footwear,Shoes,Heels,Brown,Winter,2015,Casual,Catwalk Women Casual Brown Wedges,15543.jpg,7.0650682,-0.46276316
2450,40741,Unisex,Footwear,Flip Flops,Flip Flops,Navy Blue,Winter,2015,Casual,Converse Unisex Navy Blue Flip Flops,40741.jpg,6.175469,0.33670515
2451,10031,Men,Apparel,Topwear,Tshirts,Navy Blue,Fall,2011,Sports,Nike Men As Arsenal Co Navy Blue T-Shirts,10031.jpg,-1.2747095,-0.92167944
2452,24204,Men,Apparel,Bottomwear,Jeans,Blue,Summer,2012,Casual,Deni Yo Men Skinny Fit Blue Jeans,24204.jpg,-4.014845,0.8342135
2453,56624,Women,Personal Care,Skin,Face Moisturisers,Black,Spring,2017,Casual,Olay Women Age Protect Anti-Ageing UV Lotion,56624.jpg,0.1439924,9.220082
2454,4928,Women,Apparel,Topwear,Tops,Green,Summer,2011,Casual,Gini and Jony Girl's Venice Green Blue Infant Kidswear,4928.jpg,-1.6608266,1.0019975
2455,41693,Men,Apparel,Loungewear and Nightwear,Lounge Pants,Navy Blue,Summer,2016,Casual,Superman Men Blue Printed Lounge Pants,41693.jpg,-5.034585,2.476497
2456,32361,Men,Accessories,Watches,Watches,Black,Winter,2016,Casual,Q&Q Men Black Dial Watch Q672J405Y,32361.jpg,4.9701366,9.279963
2457,42016,Men,Footwear,Shoes,Sports Shoes,Silver,Summer,2012,Sports,ADIDAS Men Silver Phaedra Shoes,42016.jpg,6.13534,-7.7822843
2458,12766,Men,Apparel,Topwear,Tshirts,Navy Blue,Fall,2011,Casual,Spykar Men Stripe Navy Blue T-Shirts,12766.jpg,-1.5515801,-6.0419903
2459,26553,Men,Footwear,Shoes,Casual Shoes,Blue,Fall,2012,Casual,ID Men Blue Shoes,26553.jpg,6.681348,-4.8673425
2460,27481,Women,Apparel,Innerwear,Bra,Beige,Winter,2015,Casual,Jockey Essence Beige Bra 2004,27481.jpg,-5.5361238,7.493077
2461,54173,Women,Accessories,Jewellery,Necklace and Chains,Blue,Fall,2012,Casual,Femella Blue Necklace,54173.jpg,5.8896384,5.08685
2462,51401,Men,Apparel,Topwear,Shirts,Blue,Summer,2012,Casual,Myntra Men Blue and Yellow Check Shirt,51401.jpg,-4.355033,-2.6936626
2463,35144,Women,Accessories,Bags,Clutches,Black,Summer,2012,Casual,Allen Solly Woman Black Clutch,35144.jpg,2.7643065,3.478394
2464,7791,Men,Apparel,Topwear,Tshirts,Green,Fall,2011,Casual,Proline Men's Polo Solid Olive T-shirt,7791.jpg,-4.831034,1.9383637
2465,47564,Women,Footwear,Shoes,Heels,Brown,Winter,2012,Casual,Portia Women Brown Sandals,47564.jpg,5.908524,-1.6387681
2466,34096,Boys,Apparel,Topwear,Tshirts,Red,Summer,2012,Casual,Doodle Boys Printed Red T-shirt,34096.jpg,-1.345492,0.36411026
2467,6643,Women,Footwear,Shoes,Sports Shoes,Pink,Summer,2011,Sports,Nike Women's Transform III IN Black Pink Shoe,6643.jpg,6.599028,-6.8398314
2468,17214,Women,Accessories,Eyewear,Sunglasses,Black,Winter,2016,Casual,United Colors of Benetton Women Funky Eyewear Black Sunglasses,17214.jpg,10.3146515,3.3427162
2469,45657,Men,Apparel,Innerwear,Briefs,Navy Blue,Summer,2016,Casual,Park Avenue Men Navy Blue Boxer Briefs,45657.jpg,-5.2742615,5.4171615
2470,4570,Women,Footwear,Shoes,Sports Shoes,Black,Summer,2011,Sports,Nike Women Iza Black Shoe,4570.jpg,4.5083494,-3.908052
2471,21312,Women,Accessories,Eyewear,Sunglasses,Brown,Winter,2016,Casual,Celine Dion Women Brown Frame Sunglasses,21312.jpg,10.230243,3.401362
2472,15127,Men,Apparel,Bottomwear,Trousers,Brown,Fall,2012,Casual,Arrow Sport Men Solid  Brown Trousers,15127.jpg,-3.6283264,1.9864092
2473,53732,Women,Footwear,Shoes,Casual Shoes,Green,Winter,2014,Casual,Puma Women Green Supersuede Eco Casual Shoes,53732.jpg,4.395175,-6.740582
2474,44785,Men,Footwear,Shoes,Sports Shoes,White,Summer,2012,Sports,Lotto Men L500 FG White Sports Shoes,44785.jpg,7.527217,-5.686883
2475,11587,Women,Apparel,Topwear,Kurtis,White,Summer,2011,Ethnic,W Women Printed White Kurtis,11587.jpg,-9.067161,0.7086819
2476,56240,Men,Apparel,Loungewear and Nightwear,Night suits,Navy Blue,Summer,2016,Casual,SDL by Sweet Dreams Men Grey & Blue Pyjama Set,56240.jpg,-2.7270842,-2.5692964
2477,40325,Men,Footwear,Shoes,Sports Shoes,White,Fall,2012,Sports,ADIDAS Men White Sport Shoes,40325.jpg,5.647282,-7.775109
2478,57392,Women,Apparel,Innerwear,Briefs,White,Winter,2015,Casual,Amante Women Pack of 3 Printed Briefs PFCN04,57392.jpg,-0.54230434,4.956766
2479,10455,Men,Apparel,Topwear,Tshirts,Pink,Fall,2011,Casual,Flying Machine Men Mauvemist Purple Tshirts,10455.jpg,-4.9352555,-7.6829696
2480,24660,Men,Accessories,Socks,Socks,Pink,Fall,2011,Casual,ADIDAS Originals Men Pink Casual Socks,24660.jpg,-0.34210357,3.664158
2481,54517,Men,Footwear,Shoes,Sports Shoes,White,Fall,2012,Sports,F Sports Men White Bratt Sports Shoes,54517.jpg,4.9145637,-7.682991
2482,18638,Men,Apparel,Topwear,Tshirts,Black,Fall,2011,Sports,Puma Men V.11 Speed Black Tshirts,18638.jpg,-3.5255272,-5.760203
2483,28891,Women,Apparel,Innerwear,Briefs,Skin,Summer,2012,Casual,Enamor Women Beige Regular-Rise Brief,28891.jpg,-5.367438,6.1990547
2484,48148,Women,Accessories,Wallets,Wallets,Red,Winter,2016,Casual,Fossil Women Red Wallet,48148.jpg,2.236448,4.29914
2485,2687,Women,Apparel,Topwear,Tshirts,Orange,Summer,2011,Casual,Inkfruit Women's Love Wood Orange T-shirt,2687.jpg,-6.2184887,-5.683936
2486,30052,Men,Accessories,Watches,Watches,Grey,Winter,2016,Casual,SKAGEN DENMARK Men Grey Dial Watch 668XLSLZM,30052.jpg,4.505286,7.7565002
2487,3755,Men,Apparel,Topwear,Tshirts,Black,Summer,2011,Casual,Status Quo Men's Concerts Black T-shirt,3755.jpg,-2.6226606,-8.498509
2488,31180,Girls,Apparel,Bottomwear,Leggings,White,Summer,2012,Casual,Gini and Jony Kids Leggings,31180.jpg,-3.2861786,3.6522667
2489,29943,Men,Accessories,Watches,Watches,Black,Winter,2016,Casual,Police Men Black Dual Dial Watch PL13076JPCL-04,29943.jpg,4.2954345,9.517098
2490,47100,Boys,Footwear,Shoes,Casual Shoes,Red,Summer,2012,Casual,Marvel Boys Red Light Spidey Shoes,47100.jpg,6.666456,-7.05092
2491,6227,Men,Apparel,Topwear,Tshirts,Yellow,Summer,2011,Casual,Lee Men's Grey Yellowbrass T-shirt,6227.jpg,-3.7549984,-6.8627796
2492,17670,Women,Footwear,Shoes,Heels,Black,Winter,2015,Casual,Catwalk Women Fancy Black Heels,17670.jpg,5.3463173,0.5626198
2493,22597,Men,Apparel,Topwear,Tshirts,Orange,Fall,2011,Sports,Nike Men Orange T-shirt,22597.jpg,-1.2606359,-0.55220133
